"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","CPI","TOT","AGRWTH","A","2001",3.004197,
"NOR","CPI","TOT","AGRWTH","A","2002",1.286725,
"NOR","CPI","TOT","AGRWTH","A","2003",2.487826,
"NOR","CPI","TOT","AGRWTH","A","2004",0.4544985,
"NOR","CPI","TOT","AGRWTH","A","2005",1.532134,
"NOR","CPI","TOT","AGRWTH","A","2006",2.32935,
"NOR","CPI","TOT","AGRWTH","A","2007",0.7125891,
"NOR","CPI","TOT","AGRWTH","A","2008",3.753931,
"NOR","CPI","TOT","AGRWTH","A","2009",2.197386,
"NOR","CPI","TOT","AGRWTH","A","2010",2.418906,
"NOR","CPI","TOT","AGRWTH","A","2011",1.284952,
"NOR","CPI","TOT","AGRWTH","A","2012",0.6968641,
"NOR","CPI","TOT","AGRWTH","A","2013",2.120486,
"NOR","CPI","TOT","AGRWTH","A","2014",2.041703,
"NOR","CPI","TOT","AGRWTH","A","2015",2.171137,
"NOR","CPI","TOT","AGRWTH","A","2016",3.55,
"NOR","CPI","TOT","AGRWTH","A","2017",1.875101,
"NOR","CPI","TOT","AGRWTH","A","2018",2.764831,
"POL","CPI","TOT","AGRWTH","A","1997",14.95,
"POL","CPI","TOT","AGRWTH","A","1998",11.86667,
"POL","CPI","TOT","AGRWTH","A","1999",7.258333,
"POL","CPI","TOT","AGRWTH","A","2000",10.09167,
"POL","CPI","TOT","AGRWTH","A","2001",5.475,
"POL","CPI","TOT","AGRWTH","A","2002",1.941667,
"POL","CPI","TOT","AGRWTH","A","2003",0.8416666,
"POL","CPI","TOT","AGRWTH","A","2004",3.491667,
"POL","CPI","TOT","AGRWTH","A","2005",2.133333,
"POL","CPI","TOT","AGRWTH","A","2006",1.033333,
"POL","CPI","TOT","AGRWTH","A","2007",2.491667,
"POL","CPI","TOT","AGRWTH","A","2008",4.216667,
"POL","CPI","TOT","AGRWTH","A","2009",3.45,
"POL","CPI","TOT","AGRWTH","A","2010",2.583333,
"POL","CPI","TOT","AGRWTH","A","2011",4.266667,
"POL","CPI","TOT","AGRWTH","A","2012",3.7,
"POL","CPI","TOT","AGRWTH","A","2013",0.9,
"POL","CPI","TOT","AGRWTH","A","2014",-0.025,
"POL","CPI","TOT","AGRWTH","A","2015",-0.9333333,
"POL","CPI","TOT","AGRWTH","A","2016",-0.5833333,
"POL","CPI","TOT","AGRWTH","A","2017",1.975,
"POL","CPI","TOT","AGRWTH","A","2018",1.666667,
"PRT","CPI","TOT","AGRWTH","A","1997",2.336863,
"PRT","CPI","TOT","AGRWTH","A","1998",2.572752,
"PRT","CPI","TOT","AGRWTH","A","1999",2.340095,
"PRT","CPI","TOT","AGRWTH","A","2000",2.85303,
"PRT","CPI","TOT","AGRWTH","A","2001",4.369903,
"PRT","CPI","TOT","AGRWTH","A","2002",3.600347,
"PRT","CPI","TOT","AGRWTH","A","2003",3.218991,
"PRT","CPI","TOT","AGRWTH","A","2004",2.365362,
"PRT","CPI","TOT","AGRWTH","A","2005",2.277164,
"PRT","CPI","TOT","AGRWTH","A","2006",3.107666,
"PRT","CPI","TOT","AGRWTH","A","2007",2.453965,
"PRT","CPI","TOT","AGRWTH","A","2008",2.588506,
"PRT","CPI","TOT","AGRWTH","A","2009",-0.83553,
"PRT","CPI","TOT","AGRWTH","A","2010",1.402573,
"PRT","CPI","TOT","AGRWTH","A","2011",3.653011,
"PRT","CPI","TOT","AGRWTH","A","2012",2.773339,
"PRT","CPI","TOT","AGRWTH","A","2013",0.2744167,
"PRT","CPI","TOT","AGRWTH","A","2014",-0.2781534,
"PRT","CPI","TOT","AGRWTH","A","2015",0.4879386,
"PRT","CPI","TOT","AGRWTH","A","2016",0.6073971,
"PRT","CPI","TOT","AGRWTH","A","2017",1.368614,
"PRT","CPI","TOT","AGRWTH","A","2018",0.9937157,
"SVK","CPI","TOT","AGRWTH","A","1997",6.141988,
"SVK","CPI","TOT","AGRWTH","A","1998",6.665648,
"SVK","CPI","TOT","AGRWTH","A","1999",10.57045,
"SVK","CPI","TOT","AGRWTH","A","2000",12.03578,
"SVK","CPI","TOT","AGRWTH","A","2001",7.329631,
"SVK","CPI","TOT","AGRWTH","A","2002",3.127133,
"SVK","CPI","TOT","AGRWTH","A","2003",8.554143,
"SVK","CPI","TOT","AGRWTH","A","2004",7.548501,
"SVK","CPI","TOT","AGRWTH","A","2005",2.709085,
"SVK","CPI","TOT","AGRWTH","A","2006",4.483331,
"SVK","CPI","TOT","AGRWTH","A","2007",2.756724,
"SVK","CPI","TOT","AGRWTH","A","2008",4.59818,
"SVK","CPI","TOT","AGRWTH","A","2009",1.615105,
"SVK","CPI","TOT","AGRWTH","A","2010",0.9570181,
"SVK","CPI","TOT","AGRWTH","A","2011",3.919286,
"SVK","CPI","TOT","AGRWTH","A","2012",3.606103,
"SVK","CPI","TOT","AGRWTH","A","2013",1.400474,
"SVK","CPI","TOT","AGRWTH","A","2014",-0.07616533,
"SVK","CPI","TOT","AGRWTH","A","2015",-0.3252198,
"SVK","CPI","TOT","AGRWTH","A","2016",-0.5200102,
"SVK","CPI","TOT","AGRWTH","A","2017",1.311946,
"SVK","CPI","TOT","AGRWTH","A","2018",2.514037,
"ESP","CPI","TOT","AGRWTH","A","1997",1.971078,
"ESP","CPI","TOT","AGRWTH","A","1998",1.83433,
"ESP","CPI","TOT","AGRWTH","A","1999",2.310345,
"ESP","CPI","TOT","AGRWTH","A","2000",3.433517,
"ESP","CPI","TOT","AGRWTH","A","2001",3.589833,
"ESP","CPI","TOT","AGRWTH","A","2002",3.065766,
"ESP","CPI","TOT","AGRWTH","A","2003",3.039234,
"ESP","CPI","TOT","AGRWTH","A","2004",3.039202,
"ESP","CPI","TOT","AGRWTH","A","2005",3.368454,
"ESP","CPI","TOT","AGRWTH","A","2006",3.515375,
"ESP","CPI","TOT","AGRWTH","A","2007",2.78703,
"ESP","CPI","TOT","AGRWTH","A","2008",4.075661,
"ESP","CPI","TOT","AGRWTH","A","2009",-0.2879968,
"ESP","CPI","TOT","AGRWTH","A","2010",1.799881,
"ESP","CPI","TOT","AGRWTH","A","2011",3.196146,
"ESP","CPI","TOT","AGRWTH","A","2012",2.446,
"ESP","CPI","TOT","AGRWTH","A","2013",1.408546,
"ESP","CPI","TOT","AGRWTH","A","2014",-0.1508703,
"ESP","CPI","TOT","AGRWTH","A","2015",-0.5004613,
"ESP","CPI","TOT","AGRWTH","A","2016",-0.2026717,
"ESP","CPI","TOT","AGRWTH","A","2017",1.956083,
"ESP","CPI","TOT","AGRWTH","A","2018",1.675068,
"SWE","CPI","TOT","AGRWTH","A","1997",0.6584103,
"SWE","CPI","TOT","AGRWTH","A","1998",-0.2671327,
"SWE","CPI","TOT","AGRWTH","A","1999",0.4621758,
"SWE","CPI","TOT","AGRWTH","A","2000",0.8991438,
"SWE","CPI","TOT","AGRWTH","A","2001",2.405958,
"SWE","CPI","TOT","AGRWTH","A","2002",2.158482,
"SWE","CPI","TOT","AGRWTH","A","2003",1.925655,
"SWE","CPI","TOT","AGRWTH","A","2004",0.3736598,
"SWE","CPI","TOT","AGRWTH","A","2005",0.4531709,
"SWE","CPI","TOT","AGRWTH","A","2006",1.360215,
"SWE","CPI","TOT","AGRWTH","A","2007",2.212169,
"SWE","CPI","TOT","AGRWTH","A","2008",3.437049,
"SWE","CPI","TOT","AGRWTH","A","2009",-0.4944606,
"SWE","CPI","TOT","AGRWTH","A","2010",1.157988,
"SWE","CPI","TOT","AGRWTH","A","2011",2.961151,
"SWE","CPI","TOT","AGRWTH","A","2012",0.8883775,
"SWE","CPI","TOT","AGRWTH","A","2013",-0.04429297,
"SWE","CPI","TOT","AGRWTH","A","2014",-0.1796385,
"SWE","CPI","TOT","AGRWTH","A","2015",-0.04678474,
"SWE","CPI","TOT","AGRWTH","A","2016",0.9842693,
"SWE","CPI","TOT","AGRWTH","A","2017",1.794499,
"SWE","CPI","TOT","AGRWTH","A","2018",1.953535,
"CHE","CPI","TOT","AGRWTH","A","1997",0.5202146,
"CHE","CPI","TOT","AGRWTH","A","1998",0.01794886,
"CHE","CPI","TOT","AGRWTH","A","1999",0.8064469,
"CHE","CPI","TOT","AGRWTH","A","2000",1.558518,
"CHE","CPI","TOT","AGRWTH","A","2001",0.9890171,
"CHE","CPI","TOT","AGRWTH","A","2002",0.6427084,
"CHE","CPI","TOT","AGRWTH","A","2003",0.6382989,
"CHE","CPI","TOT","AGRWTH","A","2004",0.8028826,
"CHE","CPI","TOT","AGRWTH","A","2005",1.171951,
"CHE","CPI","TOT","AGRWTH","A","2006",1.059525,
"CHE","CPI","TOT","AGRWTH","A","2007",0.7323366,
"CHE","CPI","TOT","AGRWTH","A","2008",2.426048,
"CHE","CPI","TOT","AGRWTH","A","2009",-0.4804679,
"CHE","CPI","TOT","AGRWTH","A","2010",0.6882334,
"CHE","CPI","TOT","AGRWTH","A","2011",0.2313366,
"CHE","CPI","TOT","AGRWTH","A","2012",-0.6925458,
"CHE","CPI","TOT","AGRWTH","A","2013",-0.2173085,
"CHE","CPI","TOT","AGRWTH","A","2014",-0.01322916,
"CHE","CPI","TOT","AGRWTH","A","2015",-1.143901,
"CHE","CPI","TOT","AGRWTH","A","2016",-0.4346076,
"CHE","CPI","TOT","AGRWTH","A","2017",0.533796,
"CHE","CPI","TOT","AGRWTH","A","2018",0.9363133,
"TUR","CPI","TOT","AGRWTH","A","1997",85.66936,
"TUR","CPI","TOT","AGRWTH","A","1998",84.64133,
"TUR","CPI","TOT","AGRWTH","A","1999",64.86748,
"TUR","CPI","TOT","AGRWTH","A","2000",54.91538,
"TUR","CPI","TOT","AGRWTH","A","2001",54.40018,
"TUR","CPI","TOT","AGRWTH","A","2002",44.96412,
"TUR","CPI","TOT","AGRWTH","A","2003",21.60244,
"TUR","CPI","TOT","AGRWTH","A","2004",8.598262,
"TUR","CPI","TOT","AGRWTH","A","2005",8.17916,
"TUR","CPI","TOT","AGRWTH","A","2006",9.597242,
"TUR","CPI","TOT","AGRWTH","A","2007",8.756181,
"TUR","CPI","TOT","AGRWTH","A","2008",10.44413,
"TUR","CPI","TOT","AGRWTH","A","2009",6.250977,
"TUR","CPI","TOT","AGRWTH","A","2010",8.566444,
"TUR","CPI","TOT","AGRWTH","A","2011",6.471879,
"TUR","CPI","TOT","AGRWTH","A","2012",8.89157,
"TUR","CPI","TOT","AGRWTH","A","2013",7.49309,
"TUR","CPI","TOT","AGRWTH","A","2014",8.854572,
"TUR","CPI","TOT","AGRWTH","A","2015",7.670854,
"TUR","CPI","TOT","AGRWTH","A","2016",7.775134,
"TUR","CPI","TOT","AGRWTH","A","2017",11.14431,
"TUR","CPI","TOT","AGRWTH","A","2018",16.33246,
"GBR","CPI","TOT","AGRWTH","A","1997",2.2,
"GBR","CPI","TOT","AGRWTH","A","1998",1.8,
"GBR","CPI","TOT","AGRWTH","A","1999",1.7,
"GBR","CPI","TOT","AGRWTH","A","2000",1.2,
"GBR","CPI","TOT","AGRWTH","A","2001",1.6,
"GBR","CPI","TOT","AGRWTH","A","2002",1.5,
"GBR","CPI","TOT","AGRWTH","A","2003",1.4,
"GBR","CPI","TOT","AGRWTH","A","2004",1.4,
"GBR","CPI","TOT","AGRWTH","A","2005",2.1,
"GBR","CPI","TOT","AGRWTH","A","2006",2.5,
"GBR","CPI","TOT","AGRWTH","A","2007",2.4,
"GBR","CPI","TOT","AGRWTH","A","2008",3.5,
"GBR","CPI","TOT","AGRWTH","A","2009",2,
"GBR","CPI","TOT","AGRWTH","A","2010",2.5,
"GBR","CPI","TOT","AGRWTH","A","2011",3.8,
"GBR","CPI","TOT","AGRWTH","A","2012",2.6,
"GBR","CPI","TOT","AGRWTH","A","2013",2.3,
"GBR","CPI","TOT","AGRWTH","A","2014",1.5,
"GBR","CPI","TOT","AGRWTH","A","2015",0.4,
"GBR","CPI","TOT","AGRWTH","A","2016",1,
"GBR","CPI","TOT","AGRWTH","A","2017",2.6,
"GBR","CPI","TOT","AGRWTH","A","2018",2.3,
"USA","CPI","TOT","AGRWTH","A","1997",2.33769,
"USA","CPI","TOT","AGRWTH","A","1998",1.552279,
"USA","CPI","TOT","AGRWTH","A","1999",2.188027,
"USA","CPI","TOT","AGRWTH","A","2000",3.376857,
"USA","CPI","TOT","AGRWTH","A","2001",2.826171,
"USA","CPI","TOT","AGRWTH","A","2002",1.586032,
"USA","CPI","TOT","AGRWTH","A","2003",2.270095,
"USA","CPI","TOT","AGRWTH","A","2004",2.677237,
"USA","CPI","TOT","AGRWTH","A","2005",3.392747,
"USA","CPI","TOT","AGRWTH","A","2006",3.225944,
"USA","CPI","TOT","AGRWTH","A","2007",2.852673,
"USA","CPI","TOT","AGRWTH","A","2008",3.8391,
"USA","CPI","TOT","AGRWTH","A","2009",-0.3555463,
"USA","CPI","TOT","AGRWTH","A","2010",1.640043,
"USA","CPI","TOT","AGRWTH","A","2011",3.156842,
"USA","CPI","TOT","AGRWTH","A","2012",2.069337,
"USA","CPI","TOT","AGRWTH","A","2013",1.464833,
"USA","CPI","TOT","AGRWTH","A","2014",1.622223,
"USA","CPI","TOT","AGRWTH","A","2015",0.1186271,
"USA","CPI","TOT","AGRWTH","A","2016",1.261583,
"USA","CPI","TOT","AGRWTH","A","2017",2.13011,
"USA","CPI","TOT","AGRWTH","A","2018",2.442583,
"BRA","CPI","TOT","AGRWTH","A","1997",6.926713,
"BRA","CPI","TOT","AGRWTH","A","1998",3.195076,
"BRA","CPI","TOT","AGRWTH","A","1999",4.858448,
"BRA","CPI","TOT","AGRWTH","A","2000",7.044141,
"BRA","CPI","TOT","AGRWTH","A","2001",6.840359,
"BRA","CPI","TOT","AGRWTH","A","2002",8.450165,
"BRA","CPI","TOT","AGRWTH","A","2003",14.71492,
"BRA","CPI","TOT","AGRWTH","A","2004",6.597185,
"BRA","CPI","TOT","AGRWTH","A","2005",6.869537,
"BRA","CPI","TOT","AGRWTH","A","2006",4.183568,
"BRA","CPI","TOT","AGRWTH","A","2007",3.641273,
"BRA","CPI","TOT","AGRWTH","A","2008",5.678594,
"BRA","CPI","TOT","AGRWTH","A","2009",4.888035,
"BRA","CPI","TOT","AGRWTH","A","2010",5.038727,
"BRA","CPI","TOT","AGRWTH","A","2011",6.636369,
"BRA","CPI","TOT","AGRWTH","A","2012",5.403553,
"BRA","CPI","TOT","AGRWTH","A","2013",6.204336,
"BRA","CPI","TOT","AGRWTH","A","2014",6.329152,
"BRA","CPI","TOT","AGRWTH","A","2015",9.029807,
"BRA","CPI","TOT","AGRWTH","A","2016",8.739129,
"BRA","CPI","TOT","AGRWTH","A","2017",3.446367,
"BRA","CPI","TOT","AGRWTH","A","2018",3.66485,
"CHL","CPI","TOT","AGRWTH","A","1997",6.133866,
"CHL","CPI","TOT","AGRWTH","A","1998",5.110244,
"CHL","CPI","TOT","AGRWTH","A","1999",3.336883,
"CHL","CPI","TOT","AGRWTH","A","2000",3.843273,
"CHL","CPI","TOT","AGRWTH","A","2001",3.569101,
"CHL","CPI","TOT","AGRWTH","A","2002",2.489398,
"CHL","CPI","TOT","AGRWTH","A","2003",2.810177,
"CHL","CPI","TOT","AGRWTH","A","2004",1.054739,
"CHL","CPI","TOT","AGRWTH","A","2005",3.052574,
"CHL","CPI","TOT","AGRWTH","A","2006",3.392019,
"CHL","CPI","TOT","AGRWTH","A","2007",4.407798,
"CHL","CPI","TOT","AGRWTH","A","2008",8.716269,
"CHL","CPI","TOT","AGRWTH","A","2009",0.3530467,
"CHL","CPI","TOT","AGRWTH","A","2010",1.410711,
"CHL","CPI","TOT","AGRWTH","A","2011",3.341217,
"CHL","CPI","TOT","AGRWTH","A","2012",3.007448,
"CHL","CPI","TOT","AGRWTH","A","2013",1.789556,
"CHL","CPI","TOT","AGRWTH","A","2014",4.718675,
"CHL","CPI","TOT","AGRWTH","A","2015",4.348773,
"CHL","CPI","TOT","AGRWTH","A","2016",3.786194,
"CHL","CPI","TOT","AGRWTH","A","2017",2.182719,
"CHL","CPI","TOT","AGRWTH","A","2018",2.43489,
"CHN","CPI","TOT","AGRWTH","A","1997",2.8,
"CHN","CPI","TOT","AGRWTH","A","1998",-0.8,
"CHN","CPI","TOT","AGRWTH","A","1999",-1.4,
"CHN","CPI","TOT","AGRWTH","A","2000",0.4,
"CHN","CPI","TOT","AGRWTH","A","2001",0.7,
"CHN","CPI","TOT","AGRWTH","A","2002",-0.8,
"CHN","CPI","TOT","AGRWTH","A","2003",1.2,
"CHN","CPI","TOT","AGRWTH","A","2004",3.9,
"CHN","CPI","TOT","AGRWTH","A","2005",1.8,
"CHN","CPI","TOT","AGRWTH","A","2006",1.5,
"CHN","CPI","TOT","AGRWTH","A","2007",4.8,
"CHN","CPI","TOT","AGRWTH","A","2008",5.9,
"CHN","CPI","TOT","AGRWTH","A","2009",-0.7,
"CHN","CPI","TOT","AGRWTH","A","2010",3.3,
"CHN","CPI","TOT","AGRWTH","A","2011",5.4,
"CHN","CPI","TOT","AGRWTH","A","2012",2.6,
"CHN","CPI","TOT","AGRWTH","A","2013",2.6,
"CHN","CPI","TOT","AGRWTH","A","2014",2,
"CHN","CPI","TOT","AGRWTH","A","2015",1.4,
"CHN","CPI","TOT","AGRWTH","A","2016",2,
"CHN","CPI","TOT","AGRWTH","A","2017",1.6,
"CHN","CPI","TOT","AGRWTH","A","2018",2.1,
"EST","CPI","TOT","AGRWTH","A","1998",8.744751,
"EST","CPI","TOT","AGRWTH","A","1999",3.296111,
"EST","CPI","TOT","AGRWTH","A","2000",4.018489,
"EST","CPI","TOT","AGRWTH","A","2001",5.74828,
"EST","CPI","TOT","AGRWTH","A","2002",3.571913,
"EST","CPI","TOT","AGRWTH","A","2003",1.334991,
"EST","CPI","TOT","AGRWTH","A","2004",3.048111,
"EST","CPI","TOT","AGRWTH","A","2005",4.079714,
"EST","CPI","TOT","AGRWTH","A","2006",4.437621,
"EST","CPI","TOT","AGRWTH","A","2007",6.601326,
"EST","CPI","TOT","AGRWTH","A","2008",10.36236,
"EST","CPI","TOT","AGRWTH","A","2009",-0.07840831,
"EST","CPI","TOT","AGRWTH","A","2010",2.972045,
"EST","CPI","TOT","AGRWTH","A","2011",4.981901,
"EST","CPI","TOT","AGRWTH","A","2012",3.9334,
"EST","CPI","TOT","AGRWTH","A","2013",2.780567,
"EST","CPI","TOT","AGRWTH","A","2014",-0.1061751,
"EST","CPI","TOT","AGRWTH","A","2015",-0.492326,
"EST","CPI","TOT","AGRWTH","A","2016",0.1486849,
"EST","CPI","TOT","AGRWTH","A","2017",3.417236,
"EST","CPI","TOT","AGRWTH","A","2018",3.436327,
"IND","CPI","TOT","AGRWTH","A","1997",7.164254,
"IND","CPI","TOT","AGRWTH","A","1998",13.23084,
"IND","CPI","TOT","AGRWTH","A","1999",4.669821,
"IND","CPI","TOT","AGRWTH","A","2000",4.009434,
"IND","CPI","TOT","AGRWTH","A","2001",3.779289,
"IND","CPI","TOT","AGRWTH","A","2002",4.29716,
"IND","CPI","TOT","AGRWTH","A","2003",3.805866,
"IND","CPI","TOT","AGRWTH","A","2004",3.767238,
"IND","CPI","TOT","AGRWTH","A","2005",4.246353,
"IND","CPI","TOT","AGRWTH","A","2006",5.796516,
"IND","CPI","TOT","AGRWTH","A","2007",6.372881,
"IND","CPI","TOT","AGRWTH","A","2008",8.349267,
"IND","CPI","TOT","AGRWTH","A","2009",10.88235,
"IND","CPI","TOT","AGRWTH","A","2010",11.98939,
"IND","CPI","TOT","AGRWTH","A","2011",8.858361,
"IND","CPI","TOT","AGRWTH","A","2012",9.312446,
"IND","CPI","TOT","AGRWTH","A","2013",10.90764,
"IND","CPI","TOT","AGRWTH","A","2014",6.353195,
"IND","CPI","TOT","AGRWTH","A","2015",5.872427,
"IND","CPI","TOT","AGRWTH","A","2016",4.941027,
"IND","CPI","TOT","AGRWTH","A","2017",2.490887,
"IND","CPI","TOT","AGRWTH","A","2018",4.8607,
"IDN","CPI","TOT","AGRWTH","A","1997",6.226142,
"IDN","CPI","TOT","AGRWTH","A","1998",58.45105,
"IDN","CPI","TOT","AGRWTH","A","1999",20.47783,
"IDN","CPI","TOT","AGRWTH","A","2000",3.688618,
"IDN","CPI","TOT","AGRWTH","A","2001",11.50012,
"IDN","CPI","TOT","AGRWTH","A","2002",11.90012,
"IDN","CPI","TOT","AGRWTH","A","2003",6.757316,
"IDN","CPI","TOT","AGRWTH","A","2004",6.06406,
"IDN","CPI","TOT","AGRWTH","A","2005",10.4532,
"IDN","CPI","TOT","AGRWTH","A","2006",13.10867,
"IDN","CPI","TOT","AGRWTH","A","2007",6.406562,
"IDN","CPI","TOT","AGRWTH","A","2008",10.22667,
"IDN","CPI","TOT","AGRWTH","A","2009",4.386416,
"IDN","CPI","TOT","AGRWTH","A","2010",5.134203,
"IDN","CPI","TOT","AGRWTH","A","2011",5.356048,
"IDN","CPI","TOT","AGRWTH","A","2012",4.279512,
"IDN","CPI","TOT","AGRWTH","A","2013",6.4125,
"IDN","CPI","TOT","AGRWTH","A","2014",6.394926,
"IDN","CPI","TOT","AGRWTH","A","2015",6.363121,
"IDN","CPI","TOT","AGRWTH","A","2016",3.525805,
"IDN","CPI","TOT","AGRWTH","A","2017",3.808798,
"IDN","CPI","TOT","AGRWTH","A","2018",3.198346,
"ISR","CPI","TOT","AGRWTH","A","1997",8.927607,
"ISR","CPI","TOT","AGRWTH","A","1998",5.480471,
"ISR","CPI","TOT","AGRWTH","A","1999",5.160456,
"ISR","CPI","TOT","AGRWTH","A","2000",1.050749,
"ISR","CPI","TOT","AGRWTH","A","2001",1.150442,
"ISR","CPI","TOT","AGRWTH","A","2002",5.74147,
"ISR","CPI","TOT","AGRWTH","A","2003",0.7239632,
"ISR","CPI","TOT","AGRWTH","A","2004",-0.4107198,
"ISR","CPI","TOT","AGRWTH","A","2005",1.309413,
"ISR","CPI","TOT","AGRWTH","A","2006",2.116833,
"ISR","CPI","TOT","AGRWTH","A","2007",0.4684074,
"ISR","CPI","TOT","AGRWTH","A","2008",4.592798,
"ISR","CPI","TOT","AGRWTH","A","2009",3.328907,
"ISR","CPI","TOT","AGRWTH","A","2010",2.707664,
"ISR","CPI","TOT","AGRWTH","A","2011",3.467381,
"ISR","CPI","TOT","AGRWTH","A","2012",1.684229,
"ISR","CPI","TOT","AGRWTH","A","2013",1.571392,
"ISR","CPI","TOT","AGRWTH","A","2014",0.4850309,
"ISR","CPI","TOT","AGRWTH","A","2015",-0.63249,
"ISR","CPI","TOT","AGRWTH","A","2016",-0.5443886,
"ISR","CPI","TOT","AGRWTH","A","2017",0.2442105,
"ISR","CPI","TOT","AGRWTH","A","2018",0.8148522,
"RUS","CPI","TOT","AGRWTH","A","1997",14.76132,
"RUS","CPI","TOT","AGRWTH","A","1998",27.68569,
"RUS","CPI","TOT","AGRWTH","A","1999",85.74649,
"RUS","CPI","TOT","AGRWTH","A","2000",20.79877,
"RUS","CPI","TOT","AGRWTH","A","2001",21.47701,
"RUS","CPI","TOT","AGRWTH","A","2002",15.78873,
"RUS","CPI","TOT","AGRWTH","A","2003",13.66329,
"RUS","CPI","TOT","AGRWTH","A","2004",10.88861,
"RUS","CPI","TOT","AGRWTH","A","2005",12.68531,
"RUS","CPI","TOT","AGRWTH","A","2006",9.668655,
"RUS","CPI","TOT","AGRWTH","A","2007",9.007296,
"RUS","CPI","TOT","AGRWTH","A","2008",14.11077,
"RUS","CPI","TOT","AGRWTH","A","2009",11.64733,
"RUS","CPI","TOT","AGRWTH","A","2010",6.849392,
"RUS","CPI","TOT","AGRWTH","A","2011",8.440471,
"RUS","CPI","TOT","AGRWTH","A","2012",5.074733,
"RUS","CPI","TOT","AGRWTH","A","2013",6.754672,
"RUS","CPI","TOT","AGRWTH","A","2014",7.820169,
"RUS","CPI","TOT","AGRWTH","A","2015",15.5344,
"RUS","CPI","TOT","AGRWTH","A","2016",7.042436,
"RUS","CPI","TOT","AGRWTH","A","2017",3.683334,
"RUS","CPI","TOT","AGRWTH","A","2018",2.878305,
"SVN","CPI","TOT","AGRWTH","A","1997",8.359679,
"SVN","CPI","TOT","AGRWTH","A","1998",7.891166,
"SVN","CPI","TOT","AGRWTH","A","1999",6.155588,
"SVN","CPI","TOT","AGRWTH","A","2000",8.911745,
"SVN","CPI","TOT","AGRWTH","A","2001",8.379666,
"SVN","CPI","TOT","AGRWTH","A","2002",7.480778,
"SVN","CPI","TOT","AGRWTH","A","2003",5.544164,
"SVN","CPI","TOT","AGRWTH","A","2004",3.592976,
"SVN","CPI","TOT","AGRWTH","A","2005",2.451501,
"SVN","CPI","TOT","AGRWTH","A","2006",2.457924,
"SVN","CPI","TOT","AGRWTH","A","2007",3.657496,
"SVN","CPI","TOT","AGRWTH","A","2008",5.647424,
"SVN","CPI","TOT","AGRWTH","A","2009",0.8392622,
"SVN","CPI","TOT","AGRWTH","A","2010",1.80117,
"SVN","CPI","TOT","AGRWTH","A","2011",1.802852,
"SVN","CPI","TOT","AGRWTH","A","2012",2.597414,
"SVN","CPI","TOT","AGRWTH","A","2013",1.769201,
"SVN","CPI","TOT","AGRWTH","A","2014",0.1993438,
"SVN","CPI","TOT","AGRWTH","A","2015",-0.5255523,
"SVN","CPI","TOT","AGRWTH","A","2016",-0.05499954,
"SVN","CPI","TOT","AGRWTH","A","2017",1.429107,
"SVN","CPI","TOT","AGRWTH","A","2018",1.738609,
"ZAF","CPI","TOT","AGRWTH","A","1997",8.59777,
"ZAF","CPI","TOT","AGRWTH","A","1998",6.880553,
"ZAF","CPI","TOT","AGRWTH","A","1999",5.181491,
"ZAF","CPI","TOT","AGRWTH","A","2000",5.338953,
"ZAF","CPI","TOT","AGRWTH","A","2001",5.7019,
"ZAF","CPI","TOT","AGRWTH","A","2002",9.49471,
"ZAF","CPI","TOT","AGRWTH","A","2003",5.679419,
"ZAF","CPI","TOT","AGRWTH","A","2004",-0.692031,
"ZAF","CPI","TOT","AGRWTH","A","2005",2.06285,
"ZAF","CPI","TOT","AGRWTH","A","2006",3.243906,
"ZAF","CPI","TOT","AGRWTH","A","2007",6.177805,
"ZAF","CPI","TOT","AGRWTH","A","2008",10.05529,
"ZAF","CPI","TOT","AGRWTH","A","2009",7.264562,
"ZAF","CPI","TOT","AGRWTH","A","2010",4.063539,
"ZAF","CPI","TOT","AGRWTH","A","2011",5.017158,
"ZAF","CPI","TOT","AGRWTH","A","2012",5.723944,
"ZAF","CPI","TOT","AGRWTH","A","2013",5.776404,
"ZAF","CPI","TOT","AGRWTH","A","2014",6.13602,
"ZAF","CPI","TOT","AGRWTH","A","2015",4.509208,
"ZAF","CPI","TOT","AGRWTH","A","2016",6.594604,
"ZAF","CPI","TOT","AGRWTH","A","2017",5.181082,
"ZAF","CPI","TOT","AGRWTH","A","2018",4.504578,
"OECD","CPI","TOT","AGRWTH","A","1997",4.767623,
"OECD","CPI","TOT","AGRWTH","A","1998",4.172569,
"OECD","CPI","TOT","AGRWTH","A","1999",3.61955,
"OECD","CPI","TOT","AGRWTH","A","2000",4.000122,
"OECD","CPI","TOT","AGRWTH","A","2001",3.615443,
"OECD","CPI","TOT","AGRWTH","A","2002",2.735794,
"OECD","CPI","TOT","AGRWTH","A","2003",2.423817,
"OECD","CPI","TOT","AGRWTH","A","2004",2.360867,
"OECD","CPI","TOT","AGRWTH","A","2005",2.603325,
"OECD","CPI","TOT","AGRWTH","A","2006",2.641845,
"OECD","CPI","TOT","AGRWTH","A","2007",2.508632,
"OECD","CPI","TOT","AGRWTH","A","2008",3.684804,
"OECD","CPI","TOT","AGRWTH","A","2009",0.4987027,
"OECD","CPI","TOT","AGRWTH","A","2010",1.791278,
"OECD","CPI","TOT","AGRWTH","A","2011",2.835573,
